LMS_Login_Frequency_Per_Week,Assignment_Delay_Days,Attendance_Rate_Percentage,Study_Consistency_Index,Feedback_Sentiment_Score,CAT_Marks_Trend,Late_Night_Activity_Ratio,Burnout_Risk_Level
6.0,4,64.36,0.29,-0.1,-9.58,0.86,Medium
3.0,2,64.32,0.77,0.38,4.4,0.55,Low
5.0,3,77.11,0.76,-0.86,14.78,0.05,Low
5.0,3,63.95,0.29,0.72,3.68,0.97,Low
5.0,1,84.76,0.08,0.56,-13.93,0.83,Low
5.0,0,65.75,0.01,-0.51,-14.48,0.13,High
1.0,1,80.89,0.43,0.54,-5.39,0.92,Medium
4.0,2,60.29,0.41,-0.97,-9.13,0.45,High
5.0,2,72.66,0.99,-0.57,9.39,0.37,Low
5.0,4,87.09,0.47,-0.87,10.34,0.46,Low
3.0,1,79.36,0.26,0.56,-7.24,0.83,Low
8.0,3,99.13,0.89,0.51,-5.23,0.66,Low
3.0,4,94.96,0.49,0.63,-7.91,0.06,Low
7.0,4,74.36,0.6,-0.99,12.25,0.96,Low
6.0,1,61.82,0.1,0.0,0.08,0.15,Low
4.0,2,93.83,0.38,0.41,4.68,0.75,Low
9.0,3,96.45,0.94,-0.69,-2.54,0.64,Low
3.0,0,92.83,0.59,0.3,3.93,0.19,Low
7.0,1,65.12,0.34,-0.83,-3.42,0.17,Medium
7.0,2,99.92,0.63,-0.64,-4.81,0.87,Low
4.0,3,70.34,0.91,-0.05,4.03,0.42,Low
8.0,2,88.97,0.27,0.31,2.73,0.65,Low
4.0,1,96.32,0.51,-0.71,-6.19,0.5,Medium
6.0,1,69.43,0.96,-0.63,-10.52,0.73,High
6.0,0,96.33,0.17,-0.59,-3.94,0.48,Low
5.0,2,72.38,0.72,-0.52,-2.54,0.29,Low
7.0,2,99.06,0.61,-0.55,3.86,0.36,Low
7.0,1,71.25,0.68,-0.21,12.44,0.86,Low
2.0,2,98.14,0.35,0.31,-13.91,0.47,Low
8.0,3,62.14,0.31,-0.12,-7.69,0.21,Medium
2.0,2,88.37,0.68,0.55,-9.19,0.93,Low
7.0,2,81.28,0.22,0.44,0.07,0.8,Low
7.0,3,79.12,0.42,-0.75,-2.11,0.06,Low
3.0,2,68.94,0.19,-0.9,6.87,1.0,Medium
4.0,2,88.22,0.01,0.76,-7.73,0.69,Low
3.0,1,67.63,0.97,-0.84,2.83,0.16,Medium
5.0,4,82.11,0.43,-0.7,11.52,0.24,Low
4.0,5,70.13,0.97,-0.96,12.32,0.69,Medium
7.0,1,98.22,0.14,0.26,13.76,0.78,Low
8.0,1,61.15,0.59,0.16,8.2,0.24,Low
8.0,4,67.99,0.2,0.97,12.18,0.26,Low
4.0,2,69.69,0.79,0.77,-7.96,0.31,Medium
5.0,4,76.56,0.78,-0.18,-9.07,0.6,Low
2.0,3,69.31,0.11,-0.26,-14.81,0.17,Medium
3.0,2,79.65,0.91,-0.41,6.21,0.1,Low
7.0,2,94.9,0.19,-0.7,13.12,0.68,Low
8.0,0,88.48,0.61,-0.72,-9.39,0.78,Medium
3.0,2,83.2,0.99,-0.74,4.11,0.5,Low
4.0,0,63.56,0.88,-0.77,7.39,0.36,Medium
5.0,4,87.76,0.96,-0.52,12.83,0.43,Low
6.0,3,66.66,0.34,-0.39,4.41,0.39,Medium
3.0,3,91.45,0.11,0.92,14.11,0.96,Low
6.0,0,70.0,0.19,0.16,-4.66,0.77,Low
4.0,4,76.68,0.5,0.98,-4.5,0.21,Low
5.0,2,74.02,0.79,-0.26,1.29,0.38,Low
6.0,1,94.35,0.15,-0.08,-3.49,0.54,Low
5.0,1,65.06,0.66,-0.35,-14.96,0.61,High
4.0,3,82.63,0.32,-0.63,6.95,0.47,Low
5.0,2,65.68,0.34,-0.71,7.55,0.81,Medium
5.0,1,88.19,0.66,0.89,7.41,0.77,Low
4.0,2,96.2,0.47,0.97,-4.65,0.51,Low
4.0,1,77.38,0.81,-0.91,0.67,0.85,Low
8.0,2,79.52,0.16,-0.7,-4.2,0.75,Low
6.0,3,97.1,0.79,-0.15,-14.52,0.78,Low
4.0,2,80.84,0.06,-0.63,1.87,0.96,Low
6.0,1,79.5,0.19,-0.27,-11.29,0.27,Low
4.0,0,83.13,0.66,-0.74,-12.6,0.27,Medium
7.0,0,87.57,0.85,-0.09,7.66,0.89,Low
6.0,1,64.28,0.25,-0.46,-14.71,0.77,High
5.0,2,92.84,0.33,-0.3,13.77,0.93,Low
6.0,2,77.42,0.54,-0.81,0.46,0.06,Low
2.0,2,62.89,0.21,-0.14,14.49,0.63,Low
3.0,1,91.45,0.81,0.97,-13.26,0.14,Low
3.0,1,75.08,0.77,-0.34,2.51,0.5,Low
5.0,2,64.01,0.15,0.75,-4.52,0.16,Low
8.0,0,85.35,0.46,0.69,10.3,0.13,Low
9.0,1,95.21,0.77,0.9,-4.16,0.01,Low
6.0,3,95.51,0.34,0.58,-7.19,0.63,Low
6.0,0,98.31,0.63,0.32,10.73,0.36,Low
1.0,0,94.71,0.05,0.71,-3.76,0.11,Low
4.0,1,60.09,0.61,-0.85,-14.5,0.32,High
3.0,1,75.21,0.15,-0.07,-3.29,0.17,Low
4.0,0,92.74,0.83,0.98,4.64,0.94,Low
5.0,2,74.65,0.36,0.54,-7.37,0.32,Low
4.0,2,84.06,0.28,0.92,-2.04,0.33,Low
1.0,2,84.25,0.84,0.56,-13.3,0.84,Medium
6.0,0,74.6,0.05,0.75,2.64,0.65,Low
3.0,3,96.18,0.4,0.41,7.69,0.71,Low
5.0,0,80.13,0.37,0.52,-2.6,0.64,Low
9.0,2,78.59,0.28,0.05,-2.39,0.95,Low
3.0,3,99.9,0.91,0.85,-12.35,0.21,Low
0.0,4,79.74,0.75,0.65,-8.94,0.99,Medium
4.0,2,67.14,0.06,0.69,-10.36,0.83,Medium
7.0,2,80.52,0.71,0.35,-0.55,0.59,Low
9.0,1,92.56,0.53,-0.39,0.88,0.66,Low
3.0,4,91.07,0.9,-0.93,13.47,0.65,Low
6.0,3,91.54,0.31,0.87,-12.8,0.06,Low
4.0,3,88.32,0.57,0.17,3.0,0.22,Low
5.0,2,70.17,0.5,-0.4,0.79,0.96,Low
10.0,1,94.48,0.49,-0.7,0.49,0.53,Low
2.0,3,95.74,0.46,0.66,11.19,0.38,Low
6.0,1,67.77,0.21,0.67,-8.83,0.76,Medium
6.0,0,65.22,0.76,0.63,-13.78,0.52,Medium
7.0,3,99.02,0.45,0.29,5.17,0.01,Low
5.0,2,94.73,0.96,-0.27,-4.65,0.74,Low
6.0,3,95.73,0.26,-0.39,-14.47,0.73,Medium
4.0,3,95.46,0.68,-0.98,-7.46,0.17,Medium
6.0,0,81.67,0.94,0.67,-5.72,0.96,Low
4.0,3,85.86,0.66,-0.83,3.51,0.22,Low
6.0,2,81.81,0.87,0.26,-9.82,0.46,Low
4.0,2,62.05,0.83,0.01,-2.61,0.11,Low
6.0,3,89.82,0.36,0.05,-0.53,0.6,Low
5.0,1,80.21,0.6,0.85,-1.22,0.38,Low
7.0,1,85.91,0.16,-0.94,14.22,0.35,Low
5.0,2,80.11,0.54,0.55,-13.63,0.83,Low
1.0,1,79.67,0.23,-0.9,13.53,0.01,Medium
8.0,0,66.87,0.74,-0.92,2.46,0.8,Medium
3.0,2,71.15,0.53,-0.14,8.87,0.57,Low
4.0,4,66.35,0.41,-0.87,-2.09,0.99,Medium
4.0,2,67.83,0.27,0.58,-1.38,0.59,Low
8.0,0,98.92,1.0,0.06,11.38,0.06,Low
1.0,1,66.12,0.07,-0.94,11.88,0.05,High
11.0,5,70.77,0.04,-0.92,-7.84,0.88,High
7.0,4,83.62,0.22,0.23,-9.02,0.84,Low
5.0,4,84.41,0.97,0.61,-0.11,0.35,Low
5.0,4,66.16,0.98,-0.12,12.01,0.62,Low
6.0,3,91.75,0.65,0.11,-5.33,0.49,Low
6.0,2,91.41,0.88,0.6,4.56,0.97,Low
6.0,1,69.49,0.21,0.22,6.24,0.95,Low
6.0,1,71.55,0.97,-0.55,8.36,0.98,Low
5.0,1,97.52,0.14,0.23,1.92,0.87,Low
5.0,0,93.03,0.1,0.26,-2.93,0.91,Low
5.0,1,87.91,0.11,0.47,14.01,0.22,Low
5.0,4,63.29,0.57,0.24,3.34,0.83,Low
7.0,0,76.73,0.78,0.94,6.86,0.71,Low
6.0,1,82.37,0.37,-0.61,-4.65,0.96,Low
0.0,3,67.5,0.98,0.9,5.1,0.57,Medium
6.0,1,77.93,0.43,0.08,-7.27,0.09,Low
5.0,2,84.04,0.15,0.34,-7.65,0.6,Low
5.0,1,73.1,0.47,-0.8,6.44,0.69,Low
4.0,2,91.24,0.68,-0.24,0.64,0.22,Low
7.0,3,93.62,0.83,0.54,5.5,0.39,Low
7.0,1,72.94,0.46,0.41,-6.92,0.6,Low
3.0,5,93.55,0.59,-0.92,2.96,0.37,Medium
6.0,5,64.14,0.27,0.09,-1.68,0.37,Medium
3.0,1,93.51,0.65,-0.82,2.91,0.13,Low
2.0,0,66.11,0.99,0.99,-6.27,0.94,Medium
4.0,1,63.32,0.05,0.79,6.46,0.75,Low
7.0,3,85.67,0.89,-0.96,9.18,0.0,Low
7.0,1,78.88,0.56,0.72,-7.2,0.77,Low
6.0,0,96.32,0.25,0.84,-5.98,0.74,Low
6.0,3,74.53,0.95,-0.29,4.83,0.01,Low
6.0,2,71.49,0.48,0.44,5.87,0.37,Low
4.0,0,80.03,0.33,-0.12,6.12,0.61,Low
6.0,0,78.24,0.18,0.31,5.48,0.45,Low
7.0,1,73.78,0.24,-0.32,-3.22,0.78,Low
7.0,2,87.75,0.83,-0.35,-3.15,0.43,Low
7.0,1,90.38,0.61,-0.15,-7.36,0.15,Low
6.0,0,94.12,0.91,-0.71,-10.29,0.98,Medium
6.0,3,98.91,0.23,0.66,5.78,0.24,Low
7.0,0,70.67,0.12,-0.3,-12.2,0.72,Low
5.0,2,88.64,0.01,-0.2,13.13,0.14,Low
3.0,1,75.77,0.51,0.79,9.8,0.33,Low
5.0,1,87.08,1.0,-0.01,10.73,0.44,Low
4.0,3,79.04,0.69,0.09,12.2,0.19,Low
